learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L08873,E08873,Learner 08873,learner08873@example.com,Security Analyst,Security,NA,M004,Active,True,2024-10-07,HRIS
L08874,E08874,Learner 08874,learner08874@example.com,HR Business Partner,Human Resources,LATAM,M054,Active,True,2022-06-10,HRIS
L08875,E08875,Learner 08875,learner08875@example.com,HR Business Partner,Human Resources,APAC,M043,Active,True,2024-10-12,HRIS
L08876,E08876,Learner 08876,learner08876@example.com,HR Business Partner,Human Resources,NA,M061,Active,True,2025-06-24,HRIS
L08877,E08877,Learner 08877,learner08877@example.com,Security Analyst,Security,NA,M077,Active,True,2021-11-16,HRIS
L08878,E08878,Learner 08878,learner08878@example.com,Product Manager,Product,LATAM,M052,Active,True,2021-08-08,HRIS
L08879,E08879,Learner 08879,learner08879@example.com,Sales Engineer,Sales,LATAM,M035,Inactive,True,2024-01-23,HRIS
L08880,E08880,Learner 08880,learner08880@example.com,Learning Program Manager,Learning and Development,LATAM,M030,Active,True,2025-11-14,HRIS
L08881,E08881,Learner 08881,learner08881@example.com,Customer Success Manager,Customer Success,APAC,M008,Active,True,2024-12-13,HRIS
L08882,E08882,Learner 08882,learner08882@example.com,Learning Program Manager,Learning and Development,NA,M079,Active,True,2025-11-09,HRIS
L08883,E08883,Learner 08883,learner08883@example.com,Support Specialist,Support,NA,M009,Active,True,2024-08-26,HRIS
L08884,E08884,Learner 08884,learner08884@example.com,Learning Program Manager,Learning and Development,APAC,M064,Active,True,2022-06-18,HRIS
L08885,E08885,Learner 08885,learner08885@example.com,Security Analyst,Security,EMEA,M007,Active,True,2021-08-06,HRIS
L08886,E08886,Learner 08886,learner08886@example.com,HR Business Partner,Human Resources,NA,M003,Active,False,2024-08-22,HRIS
L08887,E08887,Learner 08887,learner08887@example.com,Product Manager,Product,LATAM,M075,Active,True,2024-05-31,HRIS
L08888,E08888,Learner 08888,learner08888@example.com,Security Analyst,Security,LATAM,M031,Active,True,2023-05-04,HRIS
L08889,E08889,Learner 08889,learner08889@example.com,Learning Program Manager,Learning and Development,APAC,M058,Active,True,2025-10-01,HRIS
L08890,E08890,Learner 08890,learner08890@example.com,Support Specialist,Support,EMEA,M058,Active,True,2023-10-20,HRIS
L08891,E08891,Learner 08891,learner08891@example.com,Support Specialist,Support,NA,M051,Active,True,2025-05-05,HRIS
L08892,E08892,Learner 08892,learner08892@example.com,Customer Success Manager,Customer Success,APAC,M058,Active,True,2024-05-24,HRIS
L08893,E08893,Learner 08893,learner08893@example.com,Implementation Consultant,Professional Services,EMEA,M073,Active,True,2023-02-14,HRIS
L08894,E08894,Learner 08894,learner08894@example.com,Product Manager,Product,APAC,M014,Inactive,True,2024-08-13,HRIS
L08895,E08895,Learner 08895,learner08895@example.com,Customer Success Manager,Customer Success,APAC,M014,Active,True,2022-09-19,HRIS
L08896,E08896,Learner 08896,learner08896@example.com,Security Analyst,Security,NA,M051,Active,True,2023-01-06,HRIS
L08897,E08897,Learner 08897,learner08897@example.com,Learning Program Manager,Learning and Development,NA,M011,Active,True,2021-06-21,HRIS
L08898,E08898,Learner 08898,learner08898@example.com,Support Specialist,Support,APAC,M011,Inactive,True,2021-06-15,HRIS
L08899,E08899,Learner 08899,learner08899@example.com,Security Analyst,Security,NA,M048,Active,True,2022-07-31,HRIS
L08900,E08900,Learner 08900,learner08900@example.com,Sales Engineer,Sales,EMEA,M046,Active,True,2021-07-23,HRIS
L08901,E08901,Learner 08901,learner08901@example.com,Product Manager,Product,LATAM,M033,Active,True,2024-01-21,HRIS
L08902,E08902,Learner 08902,learner08902@example.com,Product Manager,Product,LATAM,M045,Active,True,2023-08-06,HRIS
L08903,E08903,Learner 08903,learner08903@example.com,Learning Program Manager,Learning and Development,APAC,M001,Active,True,2022-05-29,HRIS
L08904,E08904,Learner 08904,learner08904@example.com,Product Manager,Product,APAC,M009,Active,True,2024-09-15,HRIS
L08905,E08905,Learner 08905,learner08905@example.com,Learning Program Manager,Learning and Development,APAC,M022,Active,True,2023-04-18,HRIS
L08906,E08906,Learner 08906,learner08906@example.com,Product Manager,Product,APAC,M079,Active,True,2021-09-29,HRIS
L08907,E08907,Learner 08907,learner08907@example.com,Sales Engineer,Sales,APAC,M001,Active,False,2025-11-12,HRIS
L08908,E08908,Learner 08908,learner08908@example.com,Customer Success Manager,Customer Success,APAC,M025,Active,True,2024-07-17,HRIS
L08909,E08909,Learner 08909,learner08909@example.com,Product Manager,Product,LATAM,M012,Active,True,2021-09-17,HRIS
L08910,E08910,Learner 08910,learner08910@example.com,Product Manager,Product,LATAM,M061,Active,True,2022-04-13,HRIS
L08911,E08911,Learner 08911,learner08911@example.com,HR Business Partner,Human Resources,EMEA,M012,Active,True,2023-07-22,HRIS
L08912,E08912,Learner 08912,learner08912@example.com,Implementation Consultant,Professional Services,EMEA,M066,Active,True,2021-12-30,HRIS
L08913,E08913,Learner 08913,learner08913@example.com,Customer Success Manager,Customer Success,NA,M006,Active,True,2025-03-30,HRIS
L08914,E08914,Learner 08914,learner08914@example.com,Security Analyst,Security,LATAM,M027,Active,False,2023-08-01,HRIS
L08915,E08915,Learner 08915,learner08915@example.com,HR Business Partner,Human Resources,LATAM,M003,Active,True,2025-12-14,HRIS
L08916,E08916,Learner 08916,learner08916@example.com,Support Specialist,Support,NA,M067,Inactive,True,2025-09-20,HRIS
L08917,E08917,Learner 08917,learner08917@example.com,Customer Success Manager,Customer Success,NA,M072,Active,True,2026-03-25,HRIS
L08918,E08918,Learner 08918,learner08918@example.com,Learning Program Manager,Learning and Development,EMEA,M043,Active,True,2024-06-28,HRIS
L08919,E08919,Learner 08919,learner08919@example.com,Sales Engineer,Sales,EMEA,M025,Inactive,True,2022-05-19,HRIS
L08920,E08920,Learner 08920,learner08920@example.com,Sales Engineer,Sales,APAC,M033,Active,True,2026-02-11,HRIS
L08921,E08921,Learner 08921,learner08921@example.com,Security Analyst,Security,NA,M023,Active,True,2025-09-13,HRIS
L08922,E08922,Learner 08922,learner08922@example.com,Security Analyst,Security,EMEA,M067,Active,True,2026-03-27,HRIS
L08923,E08923,Learner 08923,learner08923@example.com,Support Specialist,Support,NA,M079,Active,True,2025-05-19,HRIS
L08924,E08924,Learner 08924,learner08924@example.com,Learning Program Manager,Learning and Development,APAC,M010,Active,True,2023-07-20,HRIS
L08925,E08925,Learner 08925,learner08925@example.com,Product Manager,Product,LATAM,M008,Active,True,2024-03-27,HRIS
L08926,E08926,Learner 08926,learner08926@example.com,Sales Engineer,Sales,APAC,M079,Active,True,2026-02-06,HRIS
L08927,E08927,Learner 08927,learner08927@example.com,Sales Engineer,Sales,EMEA,M059,Active,True,2024-04-02,HRIS
L08928,E08928,Learner 08928,learner08928@example.com,Security Analyst,Security,NA,M033,Active,True,2024-08-20,HRIS
L08929,E08929,Learner 08929,learner08929@example.com,Customer Success Manager,Customer Success,NA,M051,Active,True,2024-08-25,HRIS
L08930,E08930,Learner 08930,learner08930@example.com,Implementation Consultant,Professional Services,LATAM,M058,Active,True,2025-11-08,HRIS
L08931,E08931,Learner 08931,learner08931@example.com,Security Analyst,Security,APAC,M069,Active,False,2025-11-18,HRIS
L08932,E08932,Learner 08932,learner08932@example.com,HR Business Partner,Human Resources,LATAM,M021,Active,True,2025-05-04,HRIS
L08933,E08933,Learner 08933,learner08933@example.com,Implementation Consultant,Professional Services,EMEA,M015,Active,True,2023-05-04,HRIS
L08934,E08934,Learner 08934,learner08934@example.com,HR Business Partner,Human Resources,NA,M037,Active,True,2025-07-29,HRIS
L08935,E08935,Learner 08935,learner08935@example.com,Implementation Consultant,Professional Services,LATAM,M015,Active,True,2025-04-07,HRIS
L08936,E08936,Learner 08936,learner08936@example.com,Learning Program Manager,Learning and Development,EMEA,M071,Active,True,2022-05-08,HRIS
L08937,E08937,Learner 08937,learner08937@example.com,Implementation Consultant,Professional Services,NA,M022,Active,False,2026-01-23,HRIS
L08938,E08938,Learner 08938,learner08938@example.com,Security Analyst,Security,APAC,M043,Inactive,True,2024-11-10,HRIS
L08939,E08939,Learner 08939,learner08939@example.com,Sales Engineer,Sales,EMEA,M040,Active,False,2025-12-16,HRIS
L08940,E08940,Learner 08940,learner08940@example.com,Learning Program Manager,Learning and Development,NA,M026,Inactive,True,2026-04-28,HRIS
L08941,E08941,Learner 08941,learner08941@example.com,HR Business Partner,Human Resources,LATAM,M073,Active,True,2023-08-02,HRIS
L08942,E08942,Learner 08942,learner08942@example.com,Sales Engineer,Sales,EMEA,M001,Active,True,2021-12-14,HRIS
L08943,E08943,Learner 08943,learner08943@example.com,Security Analyst,Security,LATAM,M045,Active,True,2023-11-28,HRIS
L08944,E08944,Learner 08944,learner08944@example.com,Support Specialist,Support,LATAM,M027,Active,True,2025-09-06,HRIS
L08945,E08945,Learner 08945,learner08945@example.com,Learning Program Manager,Learning and Development,LATAM,M017,Active,True,2021-10-05,HRIS
L08946,E08946,Learner 08946,learner08946@example.com,Learning Program Manager,Learning and Development,LATAM,M041,Active,True,2024-10-27,HRIS
L08947,E08947,Learner 08947,learner08947@example.com,Security Analyst,Security,LATAM,M057,Active,False,2025-11-29,HRIS
L08948,E08948,Learner 08948,learner08948@example.com,Customer Success Manager,Customer Success,EMEA,M054,Active,True,2025-07-12,HRIS
L08949,E08949,Learner 08949,learner08949@example.com,Implementation Consultant,Professional Services,NA,M048,Active,True,2024-02-11,HRIS
L08950,E08950,Learner 08950,learner08950@example.com,Sales Engineer,Sales,APAC,M011,Active,True,2022-07-15,HRIS
L08951,E08951,Learner 08951,learner08951@example.com,Learning Program Manager,Learning and Development,NA,M039,Active,True,2023-04-22,HRIS
L08952,E08952,Learner 08952,learner08952@example.com,Support Specialist,Support,NA,M010,Active,True,2024-08-10,HRIS
L08953,E08953,Learner 08953,learner08953@example.com,Security Analyst,Security,APAC,M077,Active,True,2026-03-18,HRIS
L08954,E08954,Learner 08954,learner08954@example.com,Customer Success Manager,Customer Success,LATAM,M033,Active,True,2024-02-25,HRIS
L08955,E08955,Learner 08955,learner08955@example.com,Security Analyst,Security,NA,M077,Active,True,2025-07-28,HRIS
L08956,E08956,Learner 08956,learner08956@example.com,Implementation Consultant,Professional Services,LATAM,M069,Inactive,True,2025-01-31,HRIS
L08957,E08957,Learner 08957,learner08957@example.com,Learning Program Manager,Learning and Development,NA,M016,Active,True,2023-02-01,HRIS
L08958,E08958,Learner 08958,learner08958@example.com,Learning Program Manager,Learning and Development,NA,M027,Active,True,2022-08-02,HRIS
L08959,E08959,Learner 08959,learner08959@example.com,Customer Success Manager,Customer Success,APAC,M022,Active,True,2026-02-15,HRIS
L08960,E08960,Learner 08960,learner08960@example.com,Product Manager,Product,LATAM,M018,Active,True,2022-04-21,HRIS
L08961,E08961,Learner 08961,learner08961@example.com,Sales Engineer,Sales,APAC,M038,Active,True,2024-07-06,HRIS
L08962,E08962,Learner 08962,learner08962@example.com,HR Business Partner,Human Resources,LATAM,M067,Active,True,2023-09-27,HRIS
L08963,E08963,Learner 08963,learner08963@example.com,HR Business Partner,Human Resources,LATAM,M009,Active,True,2022-04-23,HRIS
L08964,E08964,Learner 08964,learner08964@example.com,Customer Success Manager,Customer Success,EMEA,M010,Active,False,2025-03-04,HRIS
L08965,E08965,Learner 08965,learner08965@example.com,HR Business Partner,Human Resources,APAC,M046,Active,False,2025-08-22,HRIS
L08966,E08966,Learner 08966,learner08966@example.com,HR Business Partner,Human Resources,APAC,M005,Active,True,2022-03-25,HRIS
L08967,E08967,Learner 08967,learner08967@example.com,Security Analyst,Security,NA,M072,Active,True,2021-11-18,HRIS
L08968,E08968,Learner 08968,learner08968@example.com,Product Manager,Product,EMEA,M057,Active,True,2025-12-18,HRIS
L08969,E08969,Learner 08969,learner08969@example.com,Security Analyst,Security,EMEA,M047,Active,True,2025-09-09,HRIS
L08970,E08970,Learner 08970,learner08970@example.com,Customer Success Manager,Customer Success,LATAM,M011,Inactive,True,2023-01-10,HRIS
L08971,E08971,Learner 08971,learner08971@example.com,Learning Program Manager,Learning and Development,EMEA,M040,Active,True,2026-02-15,HRIS
L08972,E08972,Learner 08972,learner08972@example.com,Security Analyst,Security,EMEA,M014,Active,True,2021-07-12,HRIS
L08973,E08973,Learner 08973,learner08973@example.com,Customer Success Manager,Customer Success,NA,M041,Inactive,True,2023-08-25,HRIS
L08974,E08974,Learner 08974,learner08974@example.com,Customer Success Manager,Customer Success,EMEA,M036,Active,True,2022-02-20,HRIS
L08975,E08975,Learner 08975,learner08975@example.com,Support Specialist,Support,EMEA,M079,Active,True,2023-08-10,HRIS
L08976,E08976,Learner 08976,learner08976@example.com,Support Specialist,Support,APAC,M038,Active,True,2021-06-06,HRIS
L08977,E08977,Learner 08977,learner08977@example.com,HR Business Partner,Human Resources,LATAM,M032,Active,True,2022-01-11,HRIS
L08978,E08978,Learner 08978,learner08978@example.com,Implementation Consultant,Professional Services,APAC,M050,Active,True,2022-06-22,HRIS
L08979,E08979,Learner 08979,learner08979@example.com,Sales Engineer,Sales,LATAM,M043,Active,True,2021-12-09,HRIS
L08980,E08980,Learner 08980,learner08980@example.com,Learning Program Manager,Learning and Development,NA,M079,Active,False,2023-06-11,HRIS
L08981,E08981,Learner 08981,learner08981@example.com,Product Manager,Product,EMEA,M076,Active,True,2022-02-04,HRIS
L08982,E08982,Learner 08982,learner08982@example.com,Sales Engineer,Sales,APAC,M069,Active,True,2021-11-05,HRIS
L08983,E08983,Learner 08983,learner08983@example.com,Learning Program Manager,Learning and Development,NA,M002,Active,False,2023-08-18,HRIS
L08984,E08984,Learner 08984,learner08984@example.com,Support Specialist,Support,NA,M027,Active,True,2022-12-13,HRIS
L08985,E08985,Learner 08985,learner08985@example.com,Support Specialist,Support,NA,M002,Active,True,2024-03-31,HRIS
L08986,E08986,Learner 08986,learner08986@example.com,Sales Engineer,Sales,NA,M053,Active,True,2022-02-24,HRIS
L08987,E08987,Learner 08987,learner08987@example.com,HR Business Partner,Human Resources,NA,M004,Active,False,2024-02-25,HRIS
L08988,E08988,Learner 08988,learner08988@example.com,Sales Engineer,Sales,EMEA,M078,Active,True,2025-12-17,HRIS
L08989,E08989,Learner 08989,learner08989@example.com,Support Specialist,Support,APAC,M029,Active,False,2025-11-02,HRIS
L08990,E08990,Learner 08990,learner08990@example.com,Customer Success Manager,Customer Success,APAC,M026,Active,True,2022-09-01,HRIS
L08991,E08991,Learner 08991,learner08991@example.com,Learning Program Manager,Learning and Development,NA,M004,Active,True,2023-01-16,HRIS
L08992,E08992,Learner 08992,learner08992@example.com,Security Analyst,Security,EMEA,M003,Active,True,2022-10-13,HRIS
L08993,E08993,Learner 08993,learner08993@example.com,Security Analyst,Security,LATAM,M004,Active,False,2025-06-08,HRIS
L08994,E08994,Learner 08994,learner08994@example.com,Implementation Consultant,Professional Services,EMEA,M025,Active,False,2025-01-28,HRIS
L08995,E08995,Learner 08995,learner08995@example.com,HR Business Partner,Human Resources,LATAM,M023,Active,False,2023-04-05,HRIS
L08996,E08996,Learner 08996,learner08996@example.com,Product Manager,Product,NA,M006,Active,True,2025-09-30,HRIS
L08997,E08997,Learner 08997,learner08997@example.com,Security Analyst,Security,APAC,M023,Active,True,2024-12-17,HRIS
L08998,E08998,Learner 08998,learner08998@example.com,Implementation Consultant,Professional Services,NA,M061,Active,True,2023-04-01,HRIS
L08999,E08999,Learner 08999,learner08999@example.com,Support Specialist,Support,NA,M056,Active,False,2025-01-24,HRIS
L09000,E09000,Learner 09000,learner09000@example.com,Security Analyst,Security,LATAM,M017,Active,True,2022-02-04,HRIS
L09001,E09001,Learner 09001,learner09001@example.com,Product Manager,Product,LATAM,M016,Active,True,2023-03-28,HRIS
L09002,E09002,Learner 09002,learner09002@example.com,Sales Engineer,Sales,APAC,M060,Active,True,2026-02-06,HRIS
L09003,E09003,Learner 09003,learner09003@example.com,Implementation Consultant,Professional Services,EMEA,M070,Active,True,2022-07-31,HRIS
L09004,E09004,Learner 09004,learner09004@example.com,Sales Engineer,Sales,APAC,M077,Active,False,2025-09-14,HRIS
L09005,E09005,Learner 09005,learner09005@example.com,Security Analyst,Security,LATAM,M022,Active,True,2024-01-29,HRIS
L09006,E09006,Learner 09006,learner09006@example.com,HR Business Partner,Human Resources,LATAM,M010,Active,True,2023-01-29,HRIS
L09007,E09007,Learner 09007,learner09007@example.com,Implementation Consultant,Professional Services,APAC,M067,Active,True,2022-09-26,HRIS
L09008,E09008,Learner 09008,learner09008@example.com,Customer Success Manager,Customer Success,EMEA,M022,Active,True,2022-08-02,HRIS
L09009,E09009,Learner 09009,learner09009@example.com,Support Specialist,Support,EMEA,M068,Active,True,2023-10-31,HRIS
L09010,E09010,Learner 09010,learner09010@example.com,Support Specialist,Support,EMEA,M047,Active,False,2025-09-28,HRIS
L09011,E09011,Learner 09011,learner09011@example.com,Support Specialist,Support,LATAM,M056,Active,True,2022-10-08,HRIS
L09012,E09012,Learner 09012,learner09012@example.com,Learning Program Manager,Learning and Development,APAC,M013,Active,True,2021-09-25,HRIS
L09013,E09013,Learner 09013,learner09013@example.com,Support Specialist,Support,APAC,M046,Active,True,2023-04-16,HRIS
L09014,E09014,Learner 09014,learner09014@example.com,Security Analyst,Security,NA,M045,Active,True,2025-10-25,HRIS
L09015,E09015,Learner 09015,learner09015@example.com,Implementation Consultant,Professional Services,LATAM,M060,Active,True,2022-04-17,HRIS
L09016,E09016,Learner 09016,learner09016@example.com,HR Business Partner,Human Resources,LATAM,M027,Active,True,2024-07-26,HRIS
L09017,E09017,Learner 09017,learner09017@example.com,Security Analyst,Security,EMEA,M049,Active,True,2025-03-29,HRIS
L09018,E09018,Learner 09018,learner09018@example.com,Product Manager,Product,NA,M031,Active,True,2023-07-04,HRIS
L09019,E09019,Learner 09019,learner09019@example.com,HR Business Partner,Human Resources,EMEA,M031,Active,True,2025-05-24,HRIS
L09020,E09020,Learner 09020,learner09020@example.com,Sales Engineer,Sales,LATAM,M030,Active,True,2021-08-05,HRIS
L09021,E09021,Learner 09021,learner09021@example.com,HR Business Partner,Human Resources,LATAM,M025,Active,True,2022-06-30,HRIS
L09022,E09022,Learner 09022,learner09022@example.com,Sales Engineer,Sales,EMEA,M020,Active,False,2025-09-10,HRIS
L09023,E09023,Learner 09023,learner09023@example.com,Sales Engineer,Sales,NA,M077,Active,True,2021-06-18,HRIS
L09024,E09024,Learner 09024,learner09024@example.com,Security Analyst,Security,APAC,M070,Active,True,2023-12-17,HRIS
L09025,E09025,Learner 09025,learner09025@example.com,Security Analyst,Security,NA,M076,Active,True,2022-11-13,HRIS
L09026,E09026,Learner 09026,learner09026@example.com,Learning Program Manager,Learning and Development,NA,M027,Active,True,2025-10-31,HRIS
L09027,E09027,Learner 09027,learner09027@example.com,Learning Program Manager,Learning and Development,LATAM,M029,Active,True,2022-04-25,HRIS
L09028,E09028,Learner 09028,learner09028@example.com,Product Manager,Product,EMEA,M006,Active,True,2025-05-06,HRIS
L09029,E09029,Learner 09029,learner09029@example.com,Product Manager,Product,LATAM,M004,Active,True,2024-05-29,HRIS
L09030,E09030,Learner 09030,learner09030@example.com,HR Business Partner,Human Resources,LATAM,M023,Active,True,2021-12-07,HRIS
L09031,E09031,Learner 09031,learner09031@example.com,Support Specialist,Support,NA,M058,Active,True,2025-01-29,HRIS
L09032,E09032,Learner 09032,learner09032@example.com,HR Business Partner,Human Resources,LATAM,M039,Active,True,2025-10-04,HRIS
L09033,E09033,Learner 09033,learner09033@example.com,Support Specialist,Support,LATAM,M053,Active,True,2021-06-17,HRIS
L09034,E09034,Learner 09034,learner09034@example.com,Implementation Consultant,Professional Services,EMEA,M080,Active,True,2026-05-03,HRIS
L09035,E09035,Learner 09035,learner09035@example.com,Security Analyst,Security,LATAM,M026,Active,True,2025-08-03,HRIS
L09036,E09036,Learner 09036,learner09036@example.com,Implementation Consultant,Professional Services,LATAM,M054,Active,True,2024-06-16,HRIS
L09037,E09037,Learner 09037,learner09037@example.com,Sales Engineer,Sales,NA,M047,Active,True,2022-11-30,HRIS
L09038,E09038,Learner 09038,learner09038@example.com,Implementation Consultant,Professional Services,EMEA,M014,Active,False,2022-10-13,HRIS
L09039,E09039,Learner 09039,learner09039@example.com,Implementation Consultant,Professional Services,NA,M049,Active,True,2022-12-14,HRIS
L09040,E09040,Learner 09040,learner09040@example.com,Learning Program Manager,Learning and Development,APAC,M078,Active,True,2026-04-23,HRIS
L09041,E09041,Learner 09041,learner09041@example.com,Product Manager,Product,APAC,M064,Active,True,2024-03-31,HRIS
L09042,E09042,Learner 09042,learner09042@example.com,Sales Engineer,Sales,NA,M016,Active,True,2024-04-09,HRIS
L09043,E09043,Learner 09043,learner09043@example.com,Sales Engineer,Sales,APAC,M034,Active,True,2021-12-12,HRIS
L09044,E09044,Learner 09044,learner09044@example.com,Sales Engineer,Sales,APAC,M008,Active,True,2024-02-15,HRIS
L09045,E09045,Learner 09045,learner09045@example.com,Learning Program Manager,Learning and Development,EMEA,M034,Active,True,2021-07-12,HRIS
L09046,E09046,Learner 09046,learner09046@example.com,Sales Engineer,Sales,APAC,M042,Active,False,2022-08-09,HRIS
L09047,E09047,Learner 09047,learner09047@example.com,Security Analyst,Security,EMEA,M047,Active,False,2022-05-24,HRIS
L09048,E09048,Learner 09048,learner09048@example.com,Sales Engineer,Sales,NA,M008,Active,True,2021-07-21,HRIS
L09049,E09049,Learner 09049,learner09049@example.com,Implementation Consultant,Professional Services,APAC,M045,Active,True,2025-01-17,HRIS
L09050,E09050,Learner 09050,learner09050@example.com,Support Specialist,Support,EMEA,M016,Active,True,2021-06-12,HRIS
L09051,E09051,Learner 09051,learner09051@example.com,Sales Engineer,Sales,LATAM,M015,Active,True,2021-09-16,HRIS
L09052,E09052,Learner 09052,learner09052@example.com,HR Business Partner,Human Resources,LATAM,M071,Active,True,2024-03-13,HRIS
L09053,E09053,Learner 09053,learner09053@example.com,Sales Engineer,Sales,LATAM,M064,Active,True,2024-09-22,HRIS
L09054,E09054,Learner 09054,learner09054@example.com,Implementation Consultant,Professional Services,APAC,M026,Active,True,2025-07-14,HRIS
L09055,E09055,Learner 09055,learner09055@example.com,HR Business Partner,Human Resources,LATAM,M063,Active,True,2022-12-23,HRIS
L09056,E09056,Learner 09056,learner09056@example.com,Implementation Consultant,Professional Services,APAC,M023,Active,True,2022-09-19,HRIS
L09057,E09057,Learner 09057,learner09057@example.com,Security Analyst,Security,APAC,M026,Active,False,2021-12-03,HRIS
L09058,E09058,Learner 09058,learner09058@example.com,Security Analyst,Security,APAC,M080,Active,True,2021-08-31,HRIS
L09059,E09059,Learner 09059,learner09059@example.com,Sales Engineer,Sales,APAC,M023,Active,True,2022-08-06,HRIS
L09060,E09060,Learner 09060,learner09060@example.com,Security Analyst,Security,EMEA,M051,Active,True,2026-01-01,HRIS
L09061,E09061,Learner 09061,learner09061@example.com,Support Specialist,Support,NA,M065,Active,False,2024-12-06,HRIS
L09062,E09062,Learner 09062,learner09062@example.com,Product Manager,Product,EMEA,M057,Active,True,2022-08-18,HRIS
L09063,E09063,Learner 09063,learner09063@example.com,Learning Program Manager,Learning and Development,NA,M023,Active,True,2021-12-02,HRIS
L09064,E09064,Learner 09064,learner09064@example.com,Learning Program Manager,Learning and Development,LATAM,M055,Active,True,2022-02-06,HRIS
L09065,E09065,Learner 09065,learner09065@example.com,Support Specialist,Support,NA,M020,Active,True,2022-10-07,HRIS
L09066,E09066,Learner 09066,learner09066@example.com,Product Manager,Product,APAC,M076,Active,True,2025-02-02,HRIS
L09067,E09067,Learner 09067,learner09067@example.com,Customer Success Manager,Customer Success,APAC,M073,Active,True,2021-08-07,HRIS
L09068,E09068,Learner 09068,learner09068@example.com,Product Manager,Product,APAC,M038,Active,True,2023-05-23,HRIS
L09069,E09069,Learner 09069,learner09069@example.com,Product Manager,Product,EMEA,M032,Active,True,2023-04-12,HRIS
L09070,E09070,Learner 09070,learner09070@example.com,Learning Program Manager,Learning and Development,APAC,M028,Active,False,2024-06-22,HRIS
L09071,E09071,Learner 09071,learner09071@example.com,Support Specialist,Support,EMEA,M059,Active,True,2025-03-13,HRIS
L09072,E09072,Learner 09072,learner09072@example.com,Product Manager,Product,EMEA,M006,Active,True,2025-08-01,HRIS
L09073,E09073,Learner 09073,learner09073@example.com,Learning Program Manager,Learning and Development,APAC,M019,Active,True,2024-07-06,HRIS
L09074,E09074,Learner 09074,learner09074@example.com,Product Manager,Product,EMEA,M005,Active,False,2023-08-01,HRIS
L09075,E09075,Learner 09075,learner09075@example.com,Security Analyst,Security,EMEA,M002,Active,True,2024-01-28,HRIS
L09076,E09076,Learner 09076,learner09076@example.com,Product Manager,Product,LATAM,M005,Active,True,2024-02-14,HRIS
L09077,E09077,Learner 09077,learner09077@example.com,Product Manager,Product,EMEA,M064,Active,True,2023-01-07,HRIS
L09078,E09078,Learner 09078,learner09078@example.com,Product Manager,Product,EMEA,M078,Active,False,2024-06-03,HRIS
L09079,E09079,Learner 09079,learner09079@example.com,Customer Success Manager,Customer Success,LATAM,M047,Active,True,2022-03-07,HRIS
L09080,E09080,Learner 09080,learner09080@example.com,Customer Success Manager,Customer Success,EMEA,M003,Active,True,2021-09-03,HRIS
L09081,E09081,Learner 09081,learner09081@example.com,Support Specialist,Support,APAC,M042,Active,False,2023-09-20,HRIS
L09082,E09082,Learner 09082,learner09082@example.com,Support Specialist,Support,LATAM,M071,Active,True,2023-02-01,HRIS
L09083,E09083,Learner 09083,learner09083@example.com,Customer Success Manager,Customer Success,NA,M001,Active,True,2021-06-26,HRIS
L09084,E09084,Learner 09084,learner09084@example.com,Customer Success Manager,Customer Success,NA,M062,Active,True,2021-07-29,HRIS
L09085,E09085,Learner 09085,learner09085@example.com,Support Specialist,Support,NA,M022,Active,True,2023-02-20,HRIS
L09086,E09086,Learner 09086,learner09086@example.com,Learning Program Manager,Learning and Development,APAC,M023,Active,True,2023-03-09,HRIS
L09087,E09087,Learner 09087,learner09087@example.com,Sales Engineer,Sales,NA,M070,Active,False,2025-07-24,HRIS
L09088,E09088,Learner 09088,learner09088@example.com,Product Manager,Product,APAC,M038,Active,True,2023-04-22,HRIS
L09089,E09089,Learner 09089,learner09089@example.com,Support Specialist,Support,LATAM,M079,Inactive,True,2025-12-18,HRIS
L09090,E09090,Learner 09090,learner09090@example.com,Customer Success Manager,Customer Success,LATAM,M066,Active,True,2025-02-06,HRIS
L09091,E09091,Learner 09091,learner09091@example.com,HR Business Partner,Human Resources,LATAM,M049,Active,False,2023-10-20,HRIS
L09092,E09092,Learner 09092,learner09092@example.com,HR Business Partner,Human Resources,NA,M045,Active,True,2025-12-30,HRIS
L09093,E09093,Learner 09093,learner09093@example.com,Security Analyst,Security,EMEA,M038,Active,True,2021-08-21,HRIS
L09094,E09094,Learner 09094,learner09094@example.com,Sales Engineer,Sales,NA,M007,Active,False,2023-09-30,HRIS
L09095,E09095,Learner 09095,learner09095@example.com,Security Analyst,Security,EMEA,M028,Active,True,2021-09-04,HRIS
L09096,E09096,Learner 09096,learner09096@example.com,Support Specialist,Support,NA,M009,Active,True,2024-04-13,HRIS
L09097,E09097,Learner 09097,learner09097@example.com,HR Business Partner,Human Resources,EMEA,M040,Active,True,2022-04-11,HRIS
L09098,E09098,Learner 09098,learner09098@example.com,Implementation Consultant,Professional Services,EMEA,M041,Active,True,2021-09-24,HRIS
L09099,E09099,Learner 09099,learner09099@example.com,HR Business Partner,Human Resources,NA,M009,Active,True,2025-07-21,HRIS
L09100,E09100,Learner 09100,learner09100@example.com,Customer Success Manager,Customer Success,NA,M018,Active,True,2022-07-21,HRIS
L09101,E09101,Learner 09101,learner09101@example.com,Security Analyst,Security,EMEA,M030,Active,True,2022-09-29,HRIS
